conv_id,query,history,groundtruth
4028,I read the book It but never saw the old or new version yet. I need to sit down and watch it,['203424'],[]
4031,,"['152744', '125431', '185171', '180122', '103906', '186352', '152329']",[]
4038,"I think I'm going to check it out now that you've suggested it. So close to the present too, ugh. lol","['180005', '194044', '104137', '170316']",['157306']
4043,,"['129036', '135485', '194147', '197111']",[]
4044,,"['122164', '204456', '122208', '108934']",[]
4047,I am looking for a good horror movie like @76012 . I am well by the way. Thanks for asking.,"['76012', '85612']",[]
4048,,"['175843', '157590', '157241']",['90248']
4060,,"['173362', '154857', '170277']",[]
4061,,"['157395', '166729', '115908']",['119090']
4062,,"['204794', '99244', '184951', '77161']",[]
4063,,"['169419', '175843', '78418', '162930']","['184098', '165710']"
4064,,"['138962', '135571', '189804']",[]
4066,,"['182709', '186901', '97819', '158950']",['84001']
4067,,"['189804', '138962', '116714']",[]
4073,,"['177341', '119090', '115908', '143623', '163619']",[]
4076,,"['199831', '124485', '202418']",[]
4081,,"['119144', '94056', '187028', '151599']",[]
4083,,"['106388', '201861', '198772']",[]
4088,,"['202190', '76012', '161385']",[]
4110,,[],[]
4117,,"['175096', '185139', '126237', '177112']",[]
4121,,"['76012', '170119']",[]
4136,"I do not know why there are so many of these. But, I think I have all I need. Thank you so much. Good bye.","['133236', '169419', '129036', '78418', '99583']",[]
4138,,"['183121', '133236', '169419', '78418']",[]
4153,,[],[]
4156,I think I like horror with a splash of funny like @182960 but I guess that is more funny with a splash of horror.,"['182960', '204419']",[]
4158,,"['147934', '189219']",[]
4159,,"['197257', '197200']",['86268']
4161,,"['151318', '169419', '142823', '122126', '195134', '83552', '144347']",[]
4163,The one in theaters right? No I haven't had a chance but I did watch the first movie and I really loved it.,[],[]
4165,,"['153411', '84798', '115908']",[]
4168,,"['165710', '86573', '161259', '93931', '160165']",[]
4171,,"['141788', '179081', '134823', '99378']",[]
4177,,"['115463', '150829', '78670', '204419', '99244']",[]
4184,,"['88624', '153411', '84798', '152847']",[]
4186,,[],[]
4192,I haven't seen them in a long time. Ill have to bring one out this weekend to watch again. Thanks.,"['165710', '108278', '107018', '165510']",[]
4208,@155245 is my all time favorite. I have! But haven't seen @80067 so that's on my list next. Thanks for the help!,"['133249', '79989', '157924', '190246', '161498', '84854', '155245']",[]
4218,,"['177112', '197200']",[]
4250,,"['204331', '132728', '84798', '100030']",[]
4251,,"['125624', '203941', '202190']",[]
4252,Thank you so much for your help.  I'm going to check all of those movies out and pick one for tonight.,"['104180', '98746']",[]
4253,,"['169012', '204334', '79968', '187028', '182960', '204419']",[]
4254,,"['157997', '202190', '187028', '182858', '79968']",[]
4257,"Hmm...I think probably something more like @190814 .  I liked @104378 , but I think I want something a little more &quot;adult.&quot;","['152744', '104378', '79278', '93497']",[]
4258,,"['121123', '132728', '178711']",[]
4262,,"['140335', '116664']",[]
4263,,"['116976', '140335']",[]
4267,,"['184951', '198967', '129832']",[]
4278,,"['140335', '85750', '199831', '141524']",[]
4320,,"['191932', '97219', '151989']",[]
4321,,"['108278', '133813', '162647']",['142910']
4322,"Oh ive seen @133888 . I thought it would be alot scarier than it was, which is a let down","['194237', '170119']",[]
4323,,"['198562', '94510', '106827']",[]
4325,,"['84273', '192815', '90766']",[]
4327,I've actually seen both of those and found them to be amazing. It was a nice break from regular zombie films like @189887,"['193168', '99715', '189887', '182960']",[]
4329,I've seen the original as well as @77670. I also really enjoyed both @184098  movies. Some of the most fun I've ever had while looking at my TV.,"['184098', '191421', '77670', '96281', '92826', '182674']",[]
4330,,"['122552', '122385', '150451']",[]
4331,Not bad. How about you? Would you happen to know of an good comedies that came out recently? Along the lines of something like @135571 ? I love that movie,"['133232', '141482', '203508', '135571', '140066']",[]
4332,,"['157210', '197213']","['113150', '120092', '100271']"
4333,I have. A few recent ones I like were @111540 and @195979. Do you know of any films similar to those?,"['195979', '88141', '111540']",[]
4336,"Lol if you fall asleep, the movie probably wasn't good ;p. You see any recent films lately? I really liked @181715 and was curious as to if you know anything similar to that","['89235', '181715']",[]
4340,"Thanks so much for your @204604 suggestion! I shall watch tonight! Goodbye, I hope you enjoy the rest of your day!","['151102', '157991', '96281']",[]
4341,I saw that movie a long time ago while in Los Angeles. Good stuff with Russell Crowe. I always wonder where he went,"['188102', '184098', '170376', '141788']",[]
4343,,"['173785', '199831', '189592']",['140335']
4362,,"['161546', '120092', '152082', '117515']",[]
4363,,"['120092', '195979', '117515']",[]
4364,,"['152521', '88141', '111540', '114932']",[]
4365,,"['119144', '134106', '78418']",[]
4371,,"['96707', '115155', '120896', '184464']",[]
4372,,"['187310', '90950', '100935']",['84009']
4374,,"['188192', '155642', '107335', '157758']",[]
4375,,"['98683', '79811', '115155', '162930', '184464']",[]
4376,,"['132115', '101399']",[]
4377,,"['174125', '115463', '185171']",['187028']
4389,I've seen that one. I think it's really good for the most part. Could you suggest maybe a romantic comedy?,"['157758', '185139', '126237', '177112']",[]
4390,,"['80067', '140749', '100178']",['189907']
4391,,"['81792', '127996', '203656']",['201761']
4397,,['187714'],[]
4399,,"['80067', '125997', '154844', '165710', '162647', '81860']",[]
4400,,"['140730', '160978', '162647', '150638', '81860']",['131856']
4401,,"['80067', '149245', '203619', '76757']",[]
4430,Oh wow. Ummm so is there anything like that one? Jonah Hill was in that one too haha! An umm Chaning Tatum i think it is.,"['199831', '118762']",[]
4438,those are some great suggestions thank you so much I have never even heard of @120092 I will have to check it out,"['83552', '122604']","['204651', '120092', '204863']"
4440,I saw that really did not understand it that much.  My fiance is just getting me into that superhero stuff so I have alot to catch up on.,"['197589', '181715', '93083', '107047']",['119144']
4441,,['203424'],[]
4443,,"['110715', '81702', '83552', '177112']",[]
4445,Hi I am looking for a good action movie that is maybe not one everyone has seen because I have seen them all,['148871'],[]
4449,,"['84798', '152847']",[]
4451,,"['182709', '109798', '170119', '155467']",[]
4454,,"['84854', '140749', '149829']",[]
4455,,['101264'],[]
4461,,"['140066', '89725', '143623', '177112']",[]
4462,,"['159885', '175121', '92374']",['149829']
4465,,"['90950', '106853', '93521']","['173843', '148384']"
4466,,"['115688', '122126', '144347', '169419']",[]
4468,,"['96989', '194035', '115463']",['174125']
4472,I really like just about any kind of movies depending on my mood as long as the story is easy to follow,['83552'],['163215']
4473,,['204963'],[]
4475,,"['146771', '101264', '194237', '144347']",[]
4477,,['149519'],[]
4478,,"['148871', '127676', '129832']",[]
4481,,"['99276', '204292']",[]
4482,,[],[]
4483,,"['80325', '120849', '93083']",[]
4484,,"['125997', '160978', '154920']",['204966']
4485,,"['127115', '182960', '159077', '100493', '141524']",[]
4486,"It's really good! Zac Efron plays a marine who finds a picture in a raid in Afghanistan, he sets off to find the woman in the picture once he gets home from overseas.","['106388', '142573', '93521', '126237']",[]
4487,,"['101264', '157306']",[]
4488,,"['82894', '194412', '140749', '138540']",[]
4489,,"['82894', '90750', '105827', '162647']",[]
4490,,"['104253', '84854', '167746', '162930']",[]
4491,,"['76012', '131382']",[]
4494,,"['96316', '183459', '168632', '182960', '79385', '195089']",[]
4497,,"['203508', '138780', '134643', '199831']",[]
4498,,"['175096', '187205', '97219', '84798']",[]
4499,,"['154857', '160432', '140395']",[]
4502,,['204651'],[]
4504,,[],[]
4506,,"['100030', '157758', '115908']",[]
4509,,"['104847', '194237', '101264']",['178984']
4510,That was a really good movie too have not seen it in a while may have to add that to my watch again list,"['175096', '123744', '162882', '147669']",[]
4511,,['190285'],[]
4512,,"['189804', '198562', '94510']",[]
4513,,"['90862', '87664', '158679', '154189']",[]
4516,,"['189804', '177980', '161983']",[]
4517,,"['84854', '190024', '106388', '76940', '90950', '93521', '100935']",[]
4518,I saw it but I can't remember it at all. I do love Leo though. My favorite of his is probably @190837,"['169419', '178950', '190837']",[]
4520,"I really love @182731 , I thought it was well done even though it was a bit &quot;out there&quot; lol","['140749', '182731', '184464']",['122604']
4521,,"['86831', '84363', '185171']",[]
4522,,"['171245', '124024']",['177160']
4525,I have yet to see that movie. I really liked the @115463 movies but they are more horror than thriller. Something like @194237,"['185212', '177441', '115463', '194237', '203424']",['204419']
4526,,['114851'],[]
4528,,"['202130', '152789']",[]
4529,,"['157765', '88487', '140066', '115908', '83552']",[]
4530,,"['194044', '170316', '175203']",['157306']
4532,Yeah it was awesome that was the reason I had to see that movie as soon as it was out,"['170305', '148904', '122126']","['195979', '180627']"
4533,,"['204984', '198562', '83472']",[]
4536,,"['124024', '169419', '119699']",['177160']
4538,Ugh I don't like the Kill Bill movies. Had an ex that thought they were awesome and had to watch them a few times.,['129992'],[]
4539,,"['138962', '93013', '94510']",[]
4541,I sort of liked the books but never saw the movie since I wasn't sure it would do it justice. Mayve I'll check it out.,[],[]
4542,,"['162647', '94078']",[]
4544,,"['84854', '79935', '126237']",[]
4545,,"['104847', '125431', '187028']",['144779']
4546,,"['183622', '138913', '122126']",[]
4549,,['122126'],[]
4550,,"['107554', '176184', '140537']",['167536']
4554,,"['177112', '198562', '83472']",[]
4558,,"['123015', '97219', '152847', '83472']",[]
4559,,"['83472', '84798', '204984', '132728']",[]
4560,,"['157997', '112719']",[]
4561,,"['175203', '116714', '94510', '177112']",[]
4563,Hi! I just watched @195280 with Robin Williams. It was a really funny movie. What are some other funny movies with him?,"['190285', '176040', '195280', '115290']",['80886']
4565,Well I did enjoy the special effects in that movie I just found it a bit long and underwhelming. It just didn't capture the same feeling as the first.,"['121727', '176237', '136836', '194202', '112622', '148231', '81492', '150703']",[]
4566,,"['159618', '148505', '157765']",[]
4568,,"['175096', '188808', '203331']",['125872']
4569,,"['196460', '140750', '203526', '141210']",[]
4572,,"['112069', '161313', '139878', '132536']",[]
4573,,"['140066', '140357']",[]
4575,It was very interesting. Very different from @106233 and I did prefer that one personally. But @83552 is good in its own way. Especially if you like classic video games...,"['83552', '106233', '127231', '101780']",[]
4576,,"['204984', '132728']",[]
4577,,"['145744', '184951', '107407']",['168719']
4578,,['135508'],[]
4579,No. I haven't watched any movies for a while. Do you know of any new good drama or thriller type of movies?,[],[]
4580,Well he's a decent actor. He can get a bit annoying though. I did enjoy that movie. I loved him in @91958.,"['134316', '187778', '135571', '91958']","['157758', '199831']"
4581,,"['131178', '127673', '144711', '79834', '99244']",[]
4582,Hi! Do you know any good movies featuring Jeff Goldblum? I just saw @127019 and was amazed by his acting abilities!,"['127019', '157991', '169419', '148231']","['118663', '167839']"
4583,,"['141098', '164311', '141210']",[]
4584,,"['159885', '82923', '154844', '149829', '131869']",[]
4588,,"['161983', '198562', '103252', '158874']",[]
4594,,"['170119', '155081']",[]
4596,,"['140749', '125997']",['81860']
4597,,[],[]
4603,,"['114923', '178950', '113392', '141210']",[]
4611,,"['140066', '89725', '100493', '99414', '177112']",[]
4613,,"['187028', '185171']",[]
4614,,"['175165', '124891']",['77267']
4619,"That sounds like an interesting movie. I was thinking along the lines of @123589 , is it similar to that?","['188451', '76365', '123589', '121015']",[]
4626,,"['174475', '189804', '93013']",[]
4627,,"['121123', '134032', '90950', '121563', '97219']",[]
4639,,"['167756', '194237', '144347']",[]
4641,,"['79698', '101264']",[]
4642,,"['104180', '84798']",[]
4645,,"['132669', '168892', '177112']",[]
4647,,"['102326', '175843', '188656', '93521']",[]
4648,"Oh I haven't seen that one either. THank you so much! Ya know, I may just go ahead and watch @84828 today because I remember it coming out but just never saw it","['142573', '191932']",[]
4651,,"['136632', '83552']",[]
4653,,"['81792', '201761', '140749', '182731', '175121']",[]
